category,brand,name,price,price_per_size,size,popularity_rank,out_of_item,item_url
"Beer, Craft",Fiddlehead Brewing,"Fiddlehead Brewing Hazy IPA, Cans",$16.99/ea,$4.25/pt,"4ct, 16fl oz ea",47,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4017903
"Beer, Craft",Sierra Nevada,"Sierra Nevada Atomic Torpedo Juicy West Coast DIPA, Can",$3.99/ea,$3.33/pt,19.2fl oz,46,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4018359
"Beer, Craft",Brooklyn Brewery,"Brooklyn Brewery Lager, Glass Bottles",$51.96/cs,$2.89/pt,"24ct, 12fl oz ea",45,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/spe_brooklyn_lgr_cs
"Beer, Craft",Radiant Pig,"Radiant Pig Save the Robots East Coast IPA, Cans",$17.99/ea,$4.50/pt,"4ct, 16fl oz ea",44,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4016062
"Beer, Craft",Sloop,"Sloop Juice Bomb IPA, Cans",$25.99/ea,$2.89/pt,"12ct, 12fl oz ea",43,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4018209
"Beer, Craft",KCBC,"KCBC Superhero Sidekicks American IPA, Cans",$19.99/ea,$5.00/pt,"4ct, 16fl oz ea",42,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4016151
"Beer, Craft",Brooklyn Brewery,"Brooklyn Brewery Post Road Pumpkin Ale, Glass Bottles",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",41,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/beer_brooklyn_pum_sxbt
"Beer, Craft",Coney Island,"Coney Island Merman NY IPA, Cans",$13.99/ea,$3.11/pt,"6ct, 12fl oz ea",40,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4014260
"Beer, Craft",Founders Brewing Company,"Founders Brewing Company Porter, Glass Bottles",$15.99/ea,$3.55/pt,"6ct, 12fl oz",39,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4013469
"Beer, Craft",Five Boroughs Brewing Co.,"Five Boroughs Brewing Co. City Light Lager, Cans",$14.99/ea,$3.33/pt,"6ct, 12fl oz ea",38,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4015843
"Beer, Craft",Bronx Brewery,"Bronx Brewery World Gone Hazy IPA, Cans",$16.99/ea,$4.25/pt,"4ct, 16fl oz ea",37,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4016066
"Beer, Craft",Montauk Brewing,"Montauk Brewing The Surf Beer Golden Ale, Cans",$13.99/ea,$3.11/pt,"6ct, 12fl oz ea",36,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4019267
"Beer, Craft",Grimm,"Grimm Wavetable IPA, Cans",$20.99/ea,$5.25/pt,"4ct, 16fl oz ea",35,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4018411
"Beer, Craft",Victory Brewing Co.,"Victory Brewing Co. Golden Monkey Tripel Ale, Glass Bottles",$16.99/ea,$3.78/pt,"6ct, 12fl oz ea",34,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/spe_vctry_gldmnk6pk
"Beer, Craft",Montauk Brewing,"Montauk Brewing Box of Montauk Variety Pack, Cans",$22.49/ea,$2.50/pt,"12ct, 12fl oz ea",33,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4019268
"Beer, Craft",Samuel Adams,"Samuel Adams Beer Fest Variety Pack, Glass Bottles",$20.49/ea,$2.28/pt,"12ct, 12fl oz ea",32,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/spe_samad_fallhrvst
"Beer, Craft",Brooklyn Brewery,"Brooklyn Brewery Bel Air Sour, Cans",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",31,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4015287
"Beer, Craft",Bronx Brewery,"Bronx Brewery The Boogie Down Set Variety Pack, Cans",$26.99/ea,$3.00/pt,"12ct, 12fl oz ea",30,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4011883
"Beer, Craft",Allagash,"Allagash White Beer, Cans",$24.99/ea,$2.78/pt,"12ct, 12fl oz ea",29,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4018078
"Beer, Craft",Southern Tier Brewing Company,"Southern Tier Brewing Company Pumking Imperial Pumpkin Ale, Glass Bottles",$17.99/ea,$6.00/pt,"4ct, 12fl oz ea",28,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4014993
"Beer, Craft",Sloop,"Sloop Super Soft IPA, Cans",$13.99/ea,$3.11/pt,"6ct, 12fl oz ea",27,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4015505
"Beer, Craft",Sierra Nevada,"Sierra Nevada Fan Favorites Variety Pack, Glass Bottles",$22.99/ea,$2.55/pt,"12ct, 12fl oz ea",26,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4014337
"Beer, Craft",Other Half,"Other Half Green City Double Dry Hopped Hazy East Coast IPA, Cans",$22.99/ea,$5.75/pt,"4ct, 16fl oz ea",25,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4018801
"Beer, Craft",Collective Arts Brewing,"Collective Arts Brewing Life in the Clouds IPA, Cans",$18.99/ea,$4.75/pt,"4ct, 16fl oz ea",24,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4015160
"Beer, Craft",Torch & Crown,"Torch & Crown Almost Famous IPA, Cans",$19.99/ea,$5.00/pt,"4ct, 16fl oz ea",23,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4017200
"Beer, Craft",New Belgium Brewing,"New Belgium Brewing Voodoo Ranger Imperial IPA, Can",$3.99/ea,$3.33/pt,19.2fl oz,22,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4018404
"Beer, Craft",Shiner,"Shiner Bock Beer, Glass Bottles",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",21,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4008126
"Beer, Craft",Peak Organic,"Peak Organic Fresh Cut Dry-Hopped Pilsner, Cans",$13.99/ea,$3.11/pt,"6ct, 12fl oz ea",20,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4015281
"Beer, Craft",Five Boroughs Brewing Co.,"Five Boroughs Brewing Co. Gridlock Hazy IPA, Cans",$19.99/ea,$5.00/pt,"4ct, 16fl oz ea",19,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4015841
"Beer, Craft",Lagunitas,"Lagunitas IPA, Cans",$22.99/ea,$2.55/pt,"12ct, 12fl oz ea",18,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4015670
"Beer, Craft",Harpoon,"Harpoon India Pale Ale, Glass Bottles",$11.99/ea,$2.66/pt,"6ct, 12fl oz ea",17,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/beer_harpoon_sxbt
"Beer, Craft",Dogfish Head,"Dogfish Head 60 Minute IPA, Glass Bottles",$13.99/ea,$3.11/pt,"6ct, 12fl oz ea",16,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/spe_dgfsh_60mnipa
"Beer, Craft",Industrial Arts Brewing Company,"Industrial Arts Brewing Company Wrench Northeast IPA, Cans",$18.99/ea,$4.75/pt,"4ct, 16fl oz ea",15,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4017736
"Beer, Craft",Lawson's,"Lawson's Sip of Sunshine IPA, Cans",$19.99/ea,$5.00/pt,"4ct, 16fl oz ea",14,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4017944
"Beer, Craft",Threes Brewing,"Threes Brewing Vliet Pilsner, Cans",$17.99/ea,$4.50/pt,"4ct, 16fl oz ea",13,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4015158
"Beer, Craft",Samuel Adams,"Samuel Adams Boston Lager, Glass Bottles",$13.99/ea,$3.11/pt,"6ct, 12fl oz ea",12,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/beer_sam_sxbt
"Beer, Craft",Blue Moon,"Blue Moon Belgian White Wheat Ale, Cans",$23.99/ea,$2.13/pt,"15ct, 12fl oz ea",11,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4015663
"Beer, Craft",Cigar City Brewing,"Cigar City Brewing Jai Alai India Pale Ale, Cans",$13.99/ea,$3.11/pt,"6ct, 12fl oz ea",10,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4012669
"Beer, Craft",Brooklyn Brewery,"Brooklyn Brewery Pulp Art Hazy IPA, Cans",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",9,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4017089
"Beer, Craft",Bell,"Bell's Light Hearted Ale Lo-Cal IPA, Cans",$13.99/ea,$3.11/pt,"6ct, 12fl oz ea",8,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4015787
"Beer, Craft",Peak Organic,"Peak Organic IPA, Cans",$13.99/ea,$3.11/pt,"6ct, 12fl oz ea",7,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4008136
"Beer, Craft",Blue Point,"Blue Point Toasted Lager, Cans",$13.99/ea,$3.11/pt,"6ct, 12fl oz ea",6,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/spe_bluept_tstdlager
"Beer, Craft",Montauk Brewing,"Montauk Brewing Wave Chaser IPA, Cans",$24.99/ea,$2.78/pt,"12ct, 12fl oz ea",5,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4017144
"Beer, Craft",Montauk Brewing,"Montauk Brewing Pumpkin Ale, Cans",$13.99/ea,$3.11/pt,"6ct, 12fl oz ea",4,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4015672
"Beer, Craft",Talea Beer Co.,"Talea Beer Co. Sun Up Hazy IPA, Cans",$20.99/ea,$5.25/pt,"4ct, 16fl oz ea",3,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4017079
"Beer, Craft",Dogfish Head,"Dogfish Head Slightly Mighty Lo-Cal IPA, Cans",$13.99/ea,$3.11/pt,"6ct, 12fl oz ea",2,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4016850
"Beer, Craft",Goose Island,"Goose Island India Pale Ale, Glass Bottles",$13.99/ea,$3.33/pt,"6ct, 12fl oz ea",1,,https://www.freshdirect.com/supergro/beer/sc/beer_craft/p/gro_pid_4007237
White Wine,,Fritsch Grüner Veltliner,,,,,yes,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003987
White Wine,Premium,Mind & Body Low Calorie Premium Pinot Grigio,,,,,yes,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003828
White Wine,,"Underwood Oregon Pinot Gris, Can",,,,,yes,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003131
White Wine,,La Vieille Ferme White,,,,,yes,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003576
White Wine,,Steillage Mosel Dry Riesling,$14.99/ea,$19.99/l,750ml,184,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5200010
White Wine,,"Nomadica Skin Contact Orange Wine, Cans",$23.99/ea,$23.99/l,"4ct, 250ml ea",183,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5004138
White Wine,,"Mai Vino Organic Sauvignon Blanc, Pouch",$24.99/ea,$16.66/l,1.5L,182,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5004124
White Wine,,Kendall-Jackson Avant Unoaked Chardonnay,$17.99/ea,$23.99/l,750ml,181,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5004115
White Wine,,"Mai Vino Organic Orange Wine, Pouch",$24.99/ea,$16.66/l,1.5L,180,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5004127
White Wine,,Barkan Classic Sauvignon Blanc,$14.99/ea,$19.99/l,750ml,179,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5004094
White Wine,,Chateau Montelena Napa Valley Chardonnay,$79.99/ea,$106.65/l,750ml,178,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003755
White Wine,,Château Les Riganes Bordeaux Blanc,$14.99/ea,$19.99/l,750ml,177,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5004095
White Wine,,Sunny with a Chance of Flowers Low Calorie Pinot Grigio,$16.99/ea,$22.65/l,750ml,176,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5004117
White Wine,,Grgich Hills Chardonnay Napa Valley,$56.99/ea,$75.99/l,750ml,175,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003771
White Wine,,Calera Central Coast Chardonnay,$29.99/ea,$39.99/l,750ml,174,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003800
White Wine,,Herzog Late Harvest Chenin Blanc,$24.99/ea,$33.32/l,750ml,173,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002467
White Wine,,"Olivier Leflaive Bourgogne Chardonnay ""Les Setilles""",$49.99/ea,$66.65/l,750ml,172,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002484
White Wine,,Domaine Jean de Bosmel Chablis Grand Cru Valmur,$79.99/ea,$106.65/l,750ml,171,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100163
White Wine,,Trimbach Riesling Reserve,$34.99/ea,$46.65/l,750ml,170,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002778
White Wine,,Dry Creek Vineyard Chenin Blanc,$19.99/ea,$26.65/l,750ml,169,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002619
White Wine,,Artie Chardonnay,$9.99/ea,$13.32/l,750ml,168,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5000003
White Wine,,Bernard Moreau Bourgogne Blanc,$27.99/ea,$37.32/l,750ml,167,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003972
White Wine,,Rouvalis Assyrtiko,$24.99/ea,$33.32/l,750ml,166,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003918
White Wine,Terra,Terrasano Pinot Grigio DOC,$10.99/ea,$14.65/l,750ml,165,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100207
White Wine,,Frogs Leap Sauvignon Blanc Napa Valley,$34.99/ea,$46.65/l,750ml,164,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003770
White Wine,,Bastianich Friulano DOC,$27.99/ea,$37.32/l,750ml,163,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002153
White Wine,,Trimbach Pinot Blanc,$19.99/ea,$26.65/l,750ml,162,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002777
White Wine,,Domaine des Heritieres Chablis,$24.99/ea,$33.32/l,750ml,161,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003986
White Wine,,Bodegas Neleman Nucli Rainbow Organic White Blend,$16.99/ea,$22.65/l,750ml,160,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003954
White Wine,,Shock Wave Sauvignon Blanc,$13.99/ea,$18.65/l,750ml,159,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100126
White Wine,,Conundrum White Table Wine,$19.99/ea,$26.65/l,750ml,158,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002114
White Wine,,Miravigna Bianco White Blend,$8.99/ea,$11.99/l,750ml,157,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5004010
White Wine,,Pierre Chainier Muscadet,$13.99/ea,$18.65/l,750ml,156,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100204
White Wine,,La Capranera Fiano,$14.99/ea,$19.99/l,750ml,155,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003911
White Wine,lu,Blue Quail Organic Chardonnay,$19.99/ea,$26.65/l,750ml,154,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003778
White Wine,,Lab Moscato,$9.99/ea,$13.32/l,750ml,153,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5004013
White Wine,,Ferrari Carano Fumé Blanc,$17.99/ea,$23.99/l,750ml,152,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003712
White Wine,,Les Calcaires Sauvignon Blanc Vin de France,$10.99/ea,$14.65/l,750ml,151,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100202
White Wine,,Christina Organic Gruner Veltliner,$21.99/ea,$29.32/l,750ml,150,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5004073
White Wine,,MacRostie Chardonnay Sonoma Coast,$29.99/ea,$39.99/l,750ml,149,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003070
White Wine,,Krasno Orange Wine,$22.99/ea,$30.65/l,750ml,148,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5004009
White Wine,Bai,ValdoCea Albariño Rías Baixas,$19.99/ea,$26.65/l,750ml,147,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100199
White Wine,,Skouras Moschofilero,$21.99/ea,$29.32/l,750ml,146,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002068
White Wine,,Umani Ronchi CaSal di Serra Organic Verdicchio,$22.99/ea,$30.65/l,750ml,145,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003723
White Wine,lu,Livio Felluga Collio Pinot Grigio DOCG,$34.99/ea,$46.65/l,750ml,144,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003899
White Wine,,Giesen Estate Sauvignon Blanc,$15.99/ea,$21.32/l,750ml,143,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003638
White Wine,,Loveblock Organic Sauvignon Blanc,$29.99/ea,$39.99/l,750ml,142,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003900
White Wine,,Field Recordings Skins Orange Wine,$22.99/ea,$30.65/l,750ml,141,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5004063
White Wine,,WHITE by W California White Wine,$14.99/ea,$19.99/l,750ml,140,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002116
White Wine,,Famille Carlin Sancerre,$29.99/ea,$39.99/l,750ml,139,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100144
White Wine,,Goisot Organic Bourgogne Aligoté,$25.99/ea,$34.65/l,750ml,138,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003696
White Wine,,Duckhorn Sauvignon Blanc Napa Valley,$36.99/ea,$49.32/l,750ml,137,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003885
White Wine,,Cantina Santa Maria la Palma Aragosta Vermentino,$14.99/ea,$19.99/l,750ml,136,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5004107
White Wine,,Cardiff Chardonnay,$9.99/ea,$13.32/l,750ml,135,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003993
White Wine,,Nicolas Girard Quincy,$19.99/ea,$26.65/l,750ml,134,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100186
White Wine,,LaMura Organic Grillo,$14.99/ea,$19.99/l,750ml,133,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003869
White Wine,,Murphy Goode North Coast Sauvignon Blanc,$13.99/ea,$18.65/l,750ml,132,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003179
White Wine,,Artie Pinot Grigio,$9.99/ea,$13.32/l,750ml,131,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5000002
White Wine,,Frenzy Marlborough Sauvignon Blanc,$19.99/ea,$26.65/l,750ml,130,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003866
White Wine,,Joel Gott Sauvignon Blanc,$17.99/ea,$23.99/l,750ml,129,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003787
White Wine,,Borgo Savaian Aransat Orange Wine,$19.99/ea,$26.65/l,750ml,128,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003940
White Wine,,Matahiwi Estate Sauvignon Blanc,$16.99/ea,$22.65/l,750ml,127,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100018
White Wine,,Hermann J. Wiemer Dry Riesling,$22.99/ea,$30.65/l,750ml,126,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002131
White Wine,,Artie Sauvignon Blanc,$9.99/ea,$13.32/l,750ml,125,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5000001
White Wine,,"Château Tassin Bordeaux Sauvignon Blanc Wineberry, Box",$39.99/ea,$13.33/l,3L (3000ml),124,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003216
White Wine,,Gabriel Chevalier Mâcon-Villages Chardonnay,$19.99/ea,$26.65/l,750ml,123,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5100176
White Wine,,Flowers Sonoma Coast Chardonnay,$54.99/ea,$73.32/l,750ml,122,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002903
White Wine,,Antxiola Blanco Getariako Txakolina,$19.99/ea,$26.65/l,750ml,121,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003759
White Wine,,Bogle Sauvignon Blanc,$12.99/ea,$17.32/l,750ml,120,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003435
White Wine,,A to Z Oregon Pinot Gris,$21.99/ea,$29.32/l,750ml,119,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003570
White Wine,,Clos du Gaimont Vouvray La Monaco,$21.99/ea,$29.32/l,750ml,118,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002754
White Wine,,Au Bon Climat Chardonnay Santa Barbara,$26.99/ea,$35.99/l,750ml,117,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003461
White Wine,,Channing Daughters Ramato Pinot Grigio Orange Wine,$25.99/ea,$34.65/l,750ml,116,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003618
White Wine,,"Steinschaden Grüner Veltliner, Box",$24.99/ea,$16.66/l,1.5L (1500ml),115,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002689
White Wine,,Bodegas La Caña Albariño,$23.99/ea,$31.99/l,750ml,114,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003773
White Wine,,Channing Daughters Scuttlehole Chardonnay,$16.99/ea,$22.65/l,750ml,113,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002016
White Wine,,Santa Julia Organic Chardonnay,$13.99/ea,$18.65/l,750ml,112,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002065
White Wine,,Tavernello Pinot Grigio,$9.99/ea,$13.32/l,750ml,111,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5004011
White Wine,,Guenoc California Chardonnay,$11.99/ea,$15.99/l,750ml,110,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5002432
White Wine,,Dr. Konstantin Frank Dry Riesling,$21.99/ea,$29.32/l,750ml,109,,https://www.freshdirect.com/fdw/sc/vin_type_whites/p/win_pid_5003702
